id,station_id,city_slug,district_slug,address_en,title,provider,external_id,sensor_type,latitude,longitude,altitude,first_measurement_time,last_measurement_time,is_suspicious
346,132,yerevan,kentron,"Nalbandyan street","Nalbandyan st (Armaqi.org)",sensor_community,91482,SDS011,40.182048,44.521456,1006.10,"2025-01-25 15:04:41","2025-04-06 13:14:13",false
347,132,yerevan,kentron,"Nalbandyan street","Nalbandyan st (Armaqi.org)",sensor_community,91483,BME280,40.182048,44.521456,1006.10,"2025-01-25 15:04:42","2025-04-06 13:14:14",false
348,136,yerevan,kentron,Cascade,"Cascade (Armaqi.org)",sensor_community,91487,SDS011,40.190310,44.516224,1018.00,"2025-01-25 17:32:53","2025-05-14 09:05:25",false
349,136,yerevan,kentron,Cascade,"Cascade (Armaqi.org)",sensor_community,91488,BME280,40.190310,44.516224,1018.00,"2025-01-25 17:32:53","2025-05-14 09:05:25",false
351,130,yerevan,kentron,"Arshakunyats avenue","ք. Երևան, Արշակունյաց 1 նրբ. 36  հողամաս",yerevan_gis,DCPLP3310,CLARITY_NODE,40.166159,44.502660,,"2025-01-30 12:00:00","2025-09-15 19:00:00",false
352,129,yerevan,erebuni,"27th street of Nor Aresh","ք. Երևան, Նոր Արեշի 26-րդ փ 45 շենք",yerevan_gis,DMCWK5446,CLARITY_NODE,40.139599,44.526801,,"2025-01-30 12:00:00","2025-09-15 19:00:00",false
353,138,gyumri,,"Sevak street","Sevak street",sensor_community,91623,SDS011,40.828656,43.830758,1595.10,"2025-01-31 23:15:14","2025-09-16 12:14:09",false
354,138,gyumri,,"Sevak street","Sevak street",sensor_community,91624,BME280,40.828656,43.830758,1595.10,"2025-01-31 23:15:14","2025-09-16 12:14:09",false
355,137,yerevan,nor-nork,"Moldovakan street","Moldovakan street",sensor_community,91628,BME280,40.198880,44.574142,1338.30,"2025-02-01 11:05:50","2025-09-16 12:12:04",false
356,137,yerevan,nor-nork,"Moldovakan street","Moldovakan street",sensor_community,91627,SDS011,40.198880,44.574142,1338.30,"2025-02-01 11:05:49","2025-09-16 12:12:04",false
357,140,yerevan,arabkir,"Halabyan Street","Halabyan Street",iqair,baa960fbcea715c4c42e,iqair,40.199600,44.491900,,"2025-01-03 04:00:00","2025-08-16 14:00:00",false
358,144,arinj,,"Paruyr Sevak District",Arinj,iqair,6784bb19913e634a782632ea,iqair,40.227800,44.581600,,"2025-01-13 04:00:00","2025-09-16 12:00:00",false
359,24,yerevan,ajapnyak,Vahagni,"Yerevan - Vahakni",iqair,5c6e3e46162fc058b1988bb0,iqair,40.225000,44.451000,,"2025-01-03 04:00:00","2025-09-16 11:00:00",true
360,150,dzoraxpyur,,Dzoraxpyur,Dzoraxpyur,iqair,6466d466a0f89a82ee0c71b4,iqair,40.204600,44.633500,,"2025-01-03 04:00:00","2025-09-16 12:00:00",false
361,26,yerevan,arabkir,"Komitas street","51 Komitas Ave",iqair,664ae6ef173a2cc5e1babf8a,iqair,40.206779,44.518062,,"2025-01-03 04:00:00","2025-09-16 12:00:00",true
362,143,yerevan,arabkir,,"Rio Mall GB",iqair,6749343e92ed1963a2c7cd1c,iqair,40.201100,44.505700,,"2025-01-03 04:00:00","2025-07-08 01:00:00",false
363,145,jrvezh,,"Woods Center Jrvezh Park","Woods Center Jrvezh Park",iqair,65fbd3c7820b87fae998d68d,iqair,40.183600,44.630100,,"2025-01-03 04:00:00","2025-02-17 20:00:00",false
364,142,yerevan,kentron,,"Paronyan Street",iqair,4bb4e13006f754890a21,iqair,40.184900,44.503300,,"2025-01-03 04:00:00","2025-05-08 16:00:00",false
365,141,yerevan,nork-marash,,Nork,iqair,678dbbbf964d83ced1bfbfbf,iqair,40.179700,44.542400,,"2025-01-20 04:00:00","2025-09-16 11:00:00",false
366,25,yerevan,kentron,"Lovers' Park","Lover's Park Apartment",iqair,1296f72bd02e8977fa80,iqair,40.191300,44.505800,,"2025-01-03 04:00:00","2025-09-16 12:00:00",true
367,151,yerevan,arabkir,"Adonts street, 4/3",,sensor_community,84658,SDS011,40.212830,44.525058,1213.90,"2025-02-04 16:16:57","2025-02-04 22:07:41",true
368,151,yerevan,arabkir,"Adonts street, 4/3",,sensor_community,84659,BME280,40.212830,44.525058,1213.90,"2025-02-04 16:16:58","2025-02-04 22:07:45",true
369,146,yerevan,nor-nork,"Novem Residence","Novem Residence (Bagrevand)",iqair,6773c3b0550dc6be50de1421,iqair,40.207000,44.580400,,"2025-01-07 04:00:00","2025-09-16 12:00:00",false
370,105,yerevan,kentron,"Mashtots 2A","ք. Երևան, Մաշտոցի 2Ա",yerevan_gis,DQINV8720,CLARITY_NODE,40.175078,44.502197,,"2025-02-05 15:00:00","2025-09-15 19:00:00",false
371,147,yerevan,arabkir,"Arghutyan 22","Arabkir, Arghutyan 22",iqair,67a4860c41d449dcc57e726b,iqair,40.211100,44.510200,,"2025-02-06 04:00:00","2025-09-16 12:00:00",false
372,148,yerevan,kentron,"Khorurdarani street","ք. Երևան, Արգիշտի 11/15",yerevan_gis,DMRTM0038,CLARITY_NODE,40.171081,44.503384,,"2025-02-06 18:00:00","2025-09-15 19:00:00",false
373,148,yerevan,kentron,"Khorurdarani street","ք. Երևան, Արգիշտի 11/15",yerevan_gis,DWUBF6193,CLARITY_NODE,40.171361,44.503418,,"2025-02-06 18:00:00","2025-09-15 19:00:00",false
374,149,tsaghkadzor,,"Pallada Tsaghkadzor","Pallada Tsaghkadzor",iqair,678f097b4aea858cc2036861,iqair,40.531100,44.719400,,"2025-01-21 04:00:00","2025-09-05 22:00:00",false
375,152,yerevan,ajapnyak,"Sisakyan street","Sisakyan street, Ajapnyak, Armenia",sensor_community,82924,SDS011,40.195459,44.469631,1047.10,"2023-09-08 17:59:40","2025-04-15 15:11:33",false
376,153,tsaghkadzor,,"Khachik Muradyan street","Khachik Muradyan street, Tsakhkadzor, Armenia",sensor_community,62679,SDS011,40.528000,44.706000,,"2021-05-28 00:34:18","2023-11-27 03:58:06",false
378,154,yerevan,erebuni,"Sofia street","Sofia street, Erebuni, Armenia",sensor_community,82965,SDS011,40.135879,44.524369,,"2023-09-12 13:24:51","2024-10-15 12:03:57",false
379,157,agarak,,"Agarak-Oshakan Highway","Agarak-Oshakan Highway, Armenia",sensor_community,85381,SDS011,40.308000,44.272000,1136.90,"2024-01-16 12:47:12","2025-08-05 13:20:35",false
380,156,yerevan,arabkir,"Yerznkyan street","Yerznkian street, Arabkir, Armenia",sensor_community,85005,SDS011,40.193969,44.493296,,"2023-12-30 14:05:32","2024-08-28 12:32:48",false
381,,,,,"Mesrop Mashtots Avenue, Yerevan, Armenia",sensor_community,41841,SDS011,40.180000,44.506000,,"2020-02-19 00:02:30","2020-02-21 11:54:27",true
382,155,yerevan,kentron,"In Yerevantsu street","Kentron, Yerevan, Armenia",sensor_community,34988,SDS011,40.182000,44.516000,,"2019-11-23 22:31:23","2024-06-26 08:18:51",false
383,,,,,"Tsarav Aghbyur street, Avan, Armenia",sensor_community,84895,SDS011,40.218453,44.549778,,,,true
384,104,yerevan,nor-nork,"Djuhai street","Jughayi street, Nor Norq, Armenia",sensor_community,78920,SDS011,40.195959,44.560054,,"2023-03-01 18:30:13","2023-09-19 01:07:50",false
385,152,yerevan,ajapnyak,"Sisakyan street","Sisakyan street, Ajapnyak, Armenia",sensor_community,82925,BME280,40.195459,44.469631,1047.10,"2023-09-08 17:59:40","2025-04-15 15:11:35",false
386,153,tsaghkadzor,,"Khachik Muradyan street","Khachik Muradyan street, Tsakhkadzor, Armenia",sensor_community,62680,BME280,40.528000,44.706000,,"2023-02-26 17:51:54","2023-11-27 03:58:06",false
388,154,yerevan,erebuni,"Sofia street","Sofia street, Erebuni, Armenia",sensor_community,82966,BME280,40.135879,44.524369,,"2023-09-12 13:25:09","2024-10-15 12:03:58",false
390,156,yerevan,arabkir,"Yerznkyan street","Yerznkian street, Arabkir, Armenia",sensor_community,85006,BME280,40.193969,44.493296,,"2023-12-30 14:05:32","2024-08-28 12:32:48",false
392,155,yerevan,kentron,"In Yerevantsu street","Kentron, Yerevan, Armenia",sensor_community,34989,DHT22,40.182000,44.516000,,"2019-11-23 22:31:24","2024-06-26 08:18:52",false
394,104,yerevan,nor-nork,"Djuhai street","Jughayi street, Nor Norq, Armenia",sensor_community,78921,BME280,40.195959,44.560054,,"2023-03-01 18:30:16","2023-07-03 23:16:23",false
395,,,,,"Bagratunyats Avenue, Shengavit, Armenia",sensor_community,73196,SDS011,40.155508,44.478799,,,,true
411,39,yerevan,nork-marash,"Nork Street, 19","19 Nork street, Yerevan, Armenia, Norq Marash",clarity,DETFG0062,CLARITY_NODE,40.192033,44.543061,,"2024-07-18 00:00:00","2024-11-04 23:59:00",false
412,160,yerevan,kentron,"Arshakunyats Avenue (Byuregh)","Byuregh, Kentron, Armenia",clarity,DZUKQ8316,CLARITY_NODE,40.165955,44.505023,,"2023-07-13 00:00:00","2023-10-07 23:59:00",false
413,161,yerevan,malatia-sebastia,"Isakov Avenue","Isakov, Malatia-Sebastia, Armenia",clarity,DJXMC9627,CLARITY_NODE,40.168029,44.485432,,"2023-07-13 00:00:00","2024-01-05 23:59:00",false
414,162,yerevan,shengavit,"Arshakunyats avenue, 278/4","Arshakunyats, Shengavit, Armenia",clarity,DLYNJ8102,CLARITY_NODE,40.136924,44.489913,,"2023-07-13 00:00:00","2023-11-10 23:59:00",false
415,159,yerevan,erebuni,"Tigran Mets street","Tigran Mets, Erebuni, Armenia",clarity,DBDKX4382,CLARITY_NODE,40.161352,44.512605,,"2023-07-13 00:00:00","2024-01-05 23:59:00",false
416,45,yerevan,kanaker-zeytun,"Rubinyants street, 27/16","27/16 Rubinyants street, Yerevan, Armenia, Qanaqer-Zeytun",clarity,DQILA5032,CLARITY_NODE,40.205870,44.552834,,"2024-07-18 00:00:00","2024-10-04 23:59:00",true
417,158,yerevan,kentron,Circus,"Circus, Kentron, Armenia",clarity,DSFKF4456,CLARITY_NODE,40.171799,44.508417,,"2023-07-13 00:00:00","2024-01-05 23:59:00",false
418,163,geghard,,Geghard,Goght,iqair,67a6cd4aca3c2d06d1a98564,iqair,40.153000,44.792500,,"2025-02-08 08:00:00","2025-09-16 12:00:00",false
419,166,yerevan,malatia-sebastia,"Isakov Avenue, 27/6","ք. Երևան, Իսակով 19/1",yerevan_gis,DVWXZ8104,CLARITY_NODE,40.158154,44.464906,,"2025-02-14 14:00:00","2025-03-28 15:00:00",false
420,166,yerevan,malatia-sebastia,"Isakov Avenue, 27/6","ք. Երևան, Իսակով 19/1",yerevan_gis,DUKZI2698,CLARITY_NODE,40.158068,44.464461,,"2025-02-14 15:00:00","2025-09-15 19:00:00",false
421,164,abovyan,,Abovyan,,sensor_community,92507,SDS011,40.282000,44.640000,1452.80,"2025-02-14 23:19:16","2025-02-15 02:01:04",false
422,164,abovyan,,Abovyan,,sensor_community,92508,BME280,40.282000,44.640000,1452.80,"2025-02-14 23:42:09","2025-02-15 02:01:04",false
423,165,dilijan,,"Central Bank Village 1",,sensor_community,92539,SDS011,40.744552,44.834280,1378.40,"2025-02-16 12:58:33","2025-09-16 12:13:11",false
424,165,dilijan,,"Central Bank Village 1",,sensor_community,92540,BME280,40.744552,44.834280,1378.40,"2025-02-16 12:58:34","2025-09-16 12:13:12",false
426,108,dilijan,,"Sayat-Nova street","Dilijan, near Tigran Metz Market",armaqi,192,armaqi,40.753000,44.895000,,"2025-01-24 15:00:00","2025-09-16 12:14:32",false
427,15,vanadzor,,"Nersisyan Lane","10, Nersisyan lane, Dimats, Vanadzor, Vanadzor community, Lori Province, 2017, Armenia",armaqi,194,armaqi,40.797000,44.512000,,"2025-01-24 15:00:00","2025-09-16 12:13:57",false
428,16,vanadzor,,"Myasnikyan Street","24, улица Банаки, Ванадзор, Ванадзорская община, Лорийская область, 2021, Армения",armaqi,195,armaqi,40.803091,44.489593,,"2025-01-24 16:00:00","2025-09-16 12:13:42",false
429,101,hrazdan,,"7-th st.","Գ-1 թաղ, Hrazdan, Hrazdan community, Kotayk Province, 2302, Armenia",armaqi,196,armaqi,40.551000,44.758000,,"2025-01-24 16:00:00","2025-05-02 21:27:19",false
430,6,gyumri,,"Shirakatsi Street","54, улица Ширакаци, Гюмри, Ширакская область, 3108, Армения",armaqi,197,armaqi,40.795000,43.835000,,"2025-01-24 16:00:00","2025-09-16 12:14:20",false
431,168,yerevan,arabkir,"Nikoghayos Tigranyan street","34, улица Толбухина, Арабкир, Ереван, 0014, Армения",armaqi,245,armaqi,40.210808,44.522174,,"2025-02-06 16:00:00","2025-09-16 12:12:23",false
432,167,tsaghkadzor,,"Kechi house 1","Kechi house",armaqi,248,armaqi,40.528123,44.711757,,"2025-02-06 16:00:00","2025-06-10 00:35:20",false
433,164,abovyan,,Abovyan,"64, 4th microdistrict, Abovyan, Abovyan community, Kotayk Province, 2206, Armenia",armaqi,252,armaqi,40.282802,44.639276,,"2025-02-06 16:00:00","2025-09-16 12:11:16",false
434,169,yerevan,kanaker-zeytun,"Azatutyan ave, 26/1","ք. Երևան, Ազատություն 26/1",yerevan_gis,DLTCR3905,CLARITY_NODE,40.210914,44.531371,,"2025-02-26 16:00:00","2025-04-03 16:00:00",false
435,169,yerevan,kanaker-zeytun,"Azatutyan ave, 26/1","ք. Երևան, Ազատություն 26/1",yerevan_gis,DKKTX5685,CLARITY_NODE,40.210632,44.531128,,"2025-02-26 16:00:00","2025-09-15 19:00:00",false
436,,,,,"26B, улица Абовяна, Кентрон, Ереван, 0001, Армения",armaqi,239,armaqi,40.183927,44.521161,,"2025-02-08 03:00:00","2025-09-16 11:00:00",true
437,170,yerevan,kentron,"Pushkin street","42, улица Пушкина, Кентрон, Ереван, 0002, Армения",armaqi,262,armaqi,40.183072,44.512341,,"2025-02-27 20:00:00","2025-09-16 12:10:53",false
438,172,yerevan,nor-nork,"Galshoyan street","36, Mushegh Galshoyan street, Nor Nork Block 5, Nor Norq, Yerevan, 0079, Armenia",armaqi,263,armaqi,40.179420,44.566576,,"2025-03-01 13:00:00","2025-09-16 12:11:51",false
439,175,dilijan,,"Shaumyan street","11, улица Шаумяна, Թախտա, Дилижан, Дилиджанская община, Тавушская область, 3901, Армения",armaqi,264,armaqi,40.753000,44.891000,,"2025-03-01 17:00:00","2025-09-16 12:12:52",false
440,174,yerevan,kentron,"Tumanyan street","Naha ArmAQI",armaqi,265,armaqi,40.183199,44.516718,,"2025-03-02 15:00:00","2025-09-16 12:12:24",false
441,171,yerevan,avan,"Noravan Hamatirutyun","Noravan Hamatirutyun",iqair,5365245c3aa1d7ad6022,iqair,40.218500,44.550200,,"2025-03-02 04:00:00","2025-09-16 12:00:00",false
442,173,yerevan,kanaker-zeytun,"Minas Avetisyan street","16, 4-я улица Минаса Аветисяна, Канакер-Зейтун, Ереван, 0069, Армения",armaqi,246,armaqi,40.205377,44.546740,,"2025-02-14 01:00:00","2025-07-04 08:26:23",false
443,67,yerevan,davtashen,"4th quarter Davtashen, 31","ք․ Երևան,   Դավթաշեն Ա.Միկոյան 31",yerevan_gis,DAUKJ6352,CLARITY_NODE,40.217109,44.494424,,"2025-03-04 17:00:00","2025-08-15 04:00:00",false
444,67,yerevan,davtashen,"4th quarter Davtashen, 31","ք․ Երևան,   Դավթաշեն Ա.Միկոյան 31",yerevan_gis,DLWBC8980,CLARITY_NODE,40.217598,44.494874,,"2025-03-04 17:00:00","2025-08-15 04:00:00",false
445,176,sevan,,"Yasaman Sevan’s Restaurant","Yasaman Sevan’s Restaurant",iqair,67cf94d2382ca4c72272ff00,iqair,40.579500,44.991700,,"2025-03-11 04:00:00","2025-09-08 17:00:00",false
446,178,yerevan,kanaker-zeytun,"Gogoli st., 24/23","ք․ Երևան, Գոգոլի փ. 24/23",yerevan_gis,DQQCF9640,CLARITY_NODE,40.197894,44.539424,,"2025-03-12 09:00:00","2025-09-15 19:00:00",false
447,178,yerevan,kanaker-zeytun,"Gogoli st., 24/23","ք․ Երևան, Գոգոլի փ. 24/23",yerevan_gis,DGCDL4428,CLARITY_NODE,40.197735,44.538873,,"2025-03-12 09:00:00","2025-09-15 19:00:00",false
448,177,yerevan,kentron,"Sayat-Nova Ave x Charents St","AQI at Sayat-Nova Ave x Charents St by FRANKYANTS.ORG",purple_air,252917,PURPLE_AIR,40.176630,44.527847,,"2025-03-15 08:54:47","2025-09-16 12:14:44",false
449,137,yerevan,nor-nork,"Moldovakan street","43/3, улица Молдовакан, Багреванд, Нор Норк, Ереван, 0062, Армения",armaqi,272,armaqi,40.198965,44.574436,,"2025-03-15 18:00:00","2025-03-16 22:53:15",false
450,21,yerevan,kentron,Kond,"Saryan 24B",armaqi,273,armaqi,40.184167,44.504226,,"2025-03-15 20:00:00","2025-08-19 14:14:11",false
451,19,yerevan,arabkir,"Adonts street","4/3, улица Никогаоса Адонца, Арабкир, Ереван, 0014, Армения",armaqi,274,armaqi,40.213272,44.524317,,"2025-03-15 21:00:00","2025-06-14 12:27:35",false
452,7,yerevan,arabkir,"st. Hayrik Muradyan","Yerevan Hayrik Muradyan 42/2",armaqi,275,armaqi,40.203249,44.515497,,"2025-03-15 21:00:00","2025-09-16 12:10:55",false
453,14,yerevan,kanaker-zeytun,"Babayan street","Green Green, 6A, улица Бабаяна, Канакер-Зейтун, Ереван, 0037, Армения",armaqi,277,armaqi,40.198116,44.521262,,"2025-03-16 19:00:00","2025-09-16 11:00:51",false
454,179,tsaghkadzor,,"Yasaman Restaurant","Yasaman Tsaghkadzor’s Restaurant",iqair,67c668a3b418fd7b174acc76,iqair,40.532400,44.720200,,"2025-03-04 04:00:00","2025-09-16 12:00:00",false
455,138,gyumri,,"Sevak street","Армения, Гюмри, Ани квартал, улица Паруйра Севака",armaqi,278,armaqi,40.829000,43.831000,,"2025-03-16 19:00:00","2025-09-16 12:11:44",false
456,152,yerevan,ajapnyak,"Sisakyan street","Сисакян 22, Ачапняк, Ереван",armaqi,279,armaqi,40.195567,44.470013,,"2025-03-16 22:00:00","2025-04-15 15:11:38",false
457,9,yerevan,kanaker-zeytun,"Hrachya Nersisyan street","Magic Lunch",armaqi,280,armaqi,40.204000,44.531000,,"2025-03-16 23:00:00","2025-07-20 14:40:11",false
458,177,yerevan,kentron,"Sayat-Nova Ave x Charents St","Sayat-Nova Ave x Charents St",iqair,67d7e976fdd108c617238449,iqair,40.176630,44.527847,,"2025-03-17 04:00:00","2025-09-16 12:00:00",true
459,12,yerevan,arabkir,"Keru street","55, Qeri street, Arabkir, Yerevan, 0028, Armenia",armaqi,281,armaqi,40.201000,44.487000,,"2025-03-18 01:00:00","2025-09-16 12:11:47",false
460,186,yerevan,arabkir,"Nairi Zaryan street, 13","ք. Երևան, Նաիրի Զարյան փ. 11-13",yerevan_gis,DYJXA0415,CLARITY_NODE,40.204893,44.510939,,"2025-03-18 18:00:00","2025-09-15 19:00:00",false
461,186,yerevan,arabkir,"Nairi Zaryan street, 13","ք. Երևան, Նաիրի Զարյան փ. 11-13",yerevan_gis,DMIDV1718,CLARITY_NODE,40.204802,44.510595,,"2025-03-18 18:00:00","2025-09-15 19:00:00",false
462,5,yerevan,shengavit,"Chekhov Street","улица Чехова, 3-րդ մաս, Шенгавит, Ереван",armaqi,193,armaqi,40.152000,44.479000,,"2025-01-24 15:00:00","2025-06-04 15:47:11",false
463,107,yerevan,erebuni,"Sofia street","85, улица София, Нор Ареш, Эребуни, Ереван, 0020, Армения",armaqi,199,armaqi,40.135866,44.524388,,"2025-01-25 00:00:00","2025-09-16 12:14:47",false
464,185,yerevan,arabkir,"Nikol Duman street","43, Nikol Duman street, Arabkir, Yerevan, 0028, Armenia",armaqi,287,armaqi,40.201000,44.488000,,"2025-03-20 22:00:00","2025-09-16 12:11:45",false
465,184,gyumri,,"Gogoli st",Трудрезерв,armaqi,259,armaqi,40.795000,43.843000,,"2025-02-23 23:00:00","2025-09-16 12:12:17",false
466,127,yerevan,kentron,"Tigran Mets avenue","Kino Yerevan - Կինօ Երեւան",armaqi,289,armaqi,40.175409,44.513788,,"2025-03-24 13:00:00","2025-09-16 12:12:38",false
467,,,,,"1, улица Арама Хачатуряна, Арабкир, Ереван, 0033, Армения",armaqi,291,armaqi,40.202579,44.491031,,"2025-03-24 18:00:00","2025-09-16 12:12:29",false
468,4,yerevan,arabkir,"Aygektsi street","15, улица Арама Хачатуряна, Арабкир, Ереван, 0012, Армения",armaqi,292,armaqi,40.205249,44.498138,,"2025-03-24 21:00:00","2025-09-16 12:10:48",false
469,166,yerevan,malatia-sebastia,"Isakov Avenue, 27/6","ք. Երևան, Իսակով 19/1",yerevan_gis,DMJIN5083,CLARITY_NODE,40.158154,44.464906,,"2025-03-28 16:00:00","2025-09-15 19:00:00",false
470,20,gyumri,,"Aghasi Khanjyan Street","6/2, улица Чайковского, Гюмри, Ширакская область, 3103, Армения",armaqi,294,armaqi,40.804971,43.853293,,"2025-03-30 11:00:00","2025-09-16 12:11:28",false
471,,,,,"Armenia, Yerevan, Eraz",iqair,c5dcdc558a4a1bc5c268,iqair,40.213381,44.524947,,"2025-03-30 05:00:00","2025-04-06 17:00:00",false
472,192,yerevan,arabkir,"Grachya Kochara street 13","Nkarichneri shenq",iqair,506ef0d2f4a24186e3e3,iqair,40.200467,44.497940,,"2025-03-30 05:00:00","2025-09-16 12:00:00",true
473,132,yerevan,kentron,"Nalbandyan street","27, проспект Саят-Нова, Кентрон, Ереван, 0001, Армения",armaqi,295,armaqi,40.182006,44.521536,,"2025-04-06 13:00:00","2025-09-16 12:12:55",false
474,169,yerevan,kanaker-zeytun,"Azatutyan ave, 26/1","ք. Երևան, Ազատություն 26/1",yerevan_gis,DRXEI4324,CLARITY_NODE,40.210914,44.531371,,"2025-04-07 17:00:00","2025-09-15 19:00:00",false
475,17,yerevan,malatia-sebastia,"Sebastia street","3/3, улица Себастия, Աջափնյակ, Малатия-Себастия, Ереван, 0031, Армения",armaqi,297,armaqi,40.189000,44.463000,,"2025-04-09 16:00:00","2025-09-16 12:12:13",false
476,28,yerevan,avan,Kuchak,"ք. Երևան, Ալմա-Աթայի փ. հ.1/4",yerevan_gis,DTABP5812,CLARITY_NODE,40.219126,44.575482,,"2025-04-16 17:00:00","2025-09-15 19:00:00",false
477,,,,,Аштарак,meteo_am_weather,4,meteo_am,40.294444,44.342778,,"2025-04-13 00:00:00","2025-09-14 00:00:00",false
478,,,,,Арени,meteo_am_weather,9,meteo_am,39.727222,45.188333,,"2025-04-13 00:00:00","2025-09-14 00:00:00",false
479,,,,,Армавир,meteo_am_weather,11,meteo_am,40.137222,44.047500,,"2025-04-13 00:00:00","2025-09-14 00:00:00",false
480,,,,,Арташат,meteo_am_weather,12,meteo_am,39.958611,44.537500,,"2025-04-13 00:00:00","2025-09-14 00:00:00",false
481,,,,,Гавар,meteo_am_weather,14,meteo_am,40.348611,45.130000,,"2025-04-13 00:00:00","2025-09-14 00:00:00",false
482,,,,,Гюмри,meteo_am_weather,15,meteo_am,40.762778,43.855833,,"2025-04-13 00:00:00","2025-09-14 00:00:00",false
483,,,,,"Ереван ""Аэрологический""",meteo_am_weather,19,meteo_am,40.217222,44.499722,,"2025-04-13 00:00:00","2025-09-14 00:00:00",false
484,,,,,Иджеван,meteo_am_weather,23,meteo_am,40.871667,45.147222,,"2025-04-13 00:00:00","2025-09-14 00:00:00",false
485,,,,,Капан,meteo_am_weather,25,meteo_am,39.204167,46.462222,,"2025-04-13 00:00:00","2025-09-14 00:00:00",false
486,,,,,Раздан,meteo_am_weather,28,meteo_am,40.492778,44.761111,,"2025-04-13 00:00:00","2025-09-14 00:00:00",false
487,,,,,Ванадзор,meteo_am_weather,42,meteo_am,40.838889,44.434444,,"2025-04-13 00:00:00","2025-09-14 00:00:00",false
488,,,,,Алаверди-AS1,meteo_am_air,220,meteo_am,41.091454,44.653779,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
489,,,,,Алаверди-AS2,meteo_am_air,221,meteo_am,41.098812,44.642455,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
490,,,,,Алаверди-AS3,meteo_am_air,222,meteo_am,41.099437,44.675382,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
491,,,,,Цахкадзор-AS1,meteo_am_air,223,meteo_am,40.537080,44.721091,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
492,,,,,Арарат-AS1,meteo_am_air,224,meteo_am,39.845276,44.701586,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
493,,,,,Раздан-AS1,meteo_am_air,225,meteo_am,40.548673,44.771348,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
494,,,,,Ереван-AS1,meteo_am_air,226,meteo_am,40.206019,44.505432,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
495,,,,,Ереван-AS8,meteo_am_air,227,meteo_am,40.191032,44.567472,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
496,,,,,Ереван-AS2,meteo_am_air,228,meteo_am,40.128391,44.478416,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
497,,,,,Ереван-AS18,meteo_am_air,229,meteo_am,40.171797,44.508411,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
498,,,,,Ереван-AS7,meteo_am_air,230,meteo_am,40.183743,44.523510,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
499,,,,,Гюмри-AS1,meteo_am_air,231,meteo_am,40.806202,43.848348,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
500,,,,,Ванадзор-AS1,meteo_am_air,232,meteo_am,40.804679,44.493222,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
501,,,,,Ванадзор-AS2,meteo_am_air,233,meteo_am,40.814444,44.471457,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
502,,,,,Ванадзор-AS3,meteo_am_air,234,meteo_am,40.803200,44.516063,,"2025-04-08 00:00:00","2025-09-10 00:00:00",false
503,192,yerevan,arabkir,"Grachya Kochara street 13","Nkarichneri shenq",air_gradient,123531,air_gradient,40.200467,44.497940,,"2025-04-20 18:02:58","2025-09-16 12:14:56",false
504,193,yerevan,nork-marash,"Nork Gardens 180","ք․ Երևան, Նորքի Այգիներ 180 ",yerevan_gis,DLVDC6297,CLARITY_NODE,40.183089,44.536401,,"2025-04-21 18:00:00","2025-09-15 19:00:00",false
505,56,yerevan,kentron,"Paronyan street, 15/5","ք․ Երևան,  Պարոնյան 15/5 ",yerevan_gis,DEGYD0373,CLARITY_NODE,40.179120,44.499216,,"2025-05-08 15:00:00","2025-05-29 08:00:00",false
506,194,yerevan,kentron,"Tairov street","35/5, улица Таирова, Норагюх, Кентрон, Ереван, 0082, Армения",armaqi,302,armaqi,40.173929,44.496626,,"2025-05-19 14:00:00","2025-09-16 12:11:19",false
507,36,yerevan,davtashen,"10th street Davtashen, 15/5","ք. Երևան, Դավթաշեն 10-րդ փ. հ.15/5",yerevan_gis,DHQDX2252,CLARITY_NODE,40.221149,44.484628,,"2025-05-19 21:00:00","2025-05-20 08:00:00",false
508,62,yerevan,shengavit,"Hayk Hovsepyan street, 31","ք․ Երևան, Հ.Հովսեփյան 31",yerevan_gis,DPLZG9103,CLARITY_NODE,40.147822,44.480929,,"2025-05-19 21:00:00","2025-05-20 08:00:00",false
509,195,yerevan,shengavit,"Chekhov Street, 39","39, улица Чехова, 3-րդ մաս, Шенгавит, Ереван, 0039, Армения",armaqi,258,armaqi,40.149830,44.475266,,"2025-02-21 19:00:00","2025-09-16 12:10:55",false
510,197,yerevan,shengavit,"Sevan St. 21/4","ք. Երևան, Սևանի փ.21/4",yerevan_gis,DGGYT8080,CLARITY_NODE,40.153190,44.504287,,"2025-05-21 14:00:00","2025-09-15 19:00:00",false
