"route_id","length_km","pop_covered","penalty","route_wkt","start_lat","start_lon","end_lat","end_lon","wp1_lat","wp1_lon","wp2_lat","wp2_lon","wp3_lat","wp3_lon","wp4_lat","wp4_lon","wp5_lat","wp5_lon","wp6_lat","wp6_lon","wp7_lat","wp7_lon","wp8_lat","wp8_lon","wp9_lat","wp9_lon"
21,0.825,30,3.5129,"LINESTRING (44.50322 40.17761, 44.50336 40.17744, 44.50344 40.17736, 44.50364 40.17709, 44.50366 40.17706, 44.50397 40.17669, 44.5043 40.17628, 44.50451 40.17603, 44.50457 40.17596, 44.50445 40.17589, 44.5045 40.17582, 44.50501 40.17523, 44.50519 40.17502, 44.50522 40.17497, 44.50536 40.17481, 44.50559 40.17452, 44.5056 40.1745, 44.50574 40.17432, 44.50591 40.17413, 44.50618 40.17381, 44.50625 40.17372, 44.50634 40.17361, 44.50665 40.17322, 44.50692 40.17288, 44.50716 40.17258, 44.50757 40.17208, 44.50781 40.17178, 44.50803 40.17149, 44.50811 40.17139, 44.50816 40.17134)",40.177608,44.503218,40.171338,44.508158,40.176978,44.503732,40.176347,44.504243,40.175753,44.504565,40.175129,44.505092,40.174499,44.505607,40.17387,44.506123,40.173238,44.506634,40.172605,44.507143,40.171972,44.507651
22,0.914,19,3.6065,"LINESTRING (44.52381 40.18024, 44.52347 40.17958, 44.52334 40.1792, 44.52313 40.17875, 44.52291 40.17835, 44.52283 40.17817, 44.52275 40.17803, 44.52251 40.17757, 44.52241 40.17743, 44.52208 40.17692, 44.52179 40.17654, 44.52174 40.17647, 44.5215 40.17619, 44.52135 40.17604, 44.52102 40.17571, 44.52091 40.17561, 44.52073 40.17545, 44.52067 40.1754, 44.52061 40.17534, 44.52026 40.17504, 44.52014 40.17496, 44.51999 40.17486, 44.51947 40.17451, 44.5192 40.17436, 44.51888 40.17422, 44.51852 40.17409, 44.51819 40.17398, 44.51772 40.17386)",40.180243,44.523809,40.173856,44.517722,40.179472,44.523433,40.178691,44.523094,40.177927,44.522695,40.177178,44.522249,40.176458,44.521729,40.175791,44.521101,40.175165,44.520403,40.174607,44.519615,40.174161,44.518718
23,0.945,30,3.6398,"LINESTRING (44.50896 40.18193, 44.50901 40.18198, 44.50952 40.1824, 44.50958 40.18246, 44.51011 40.18288, 44.5111 40.18369, 44.51119 40.18376, 44.51131 40.18387, 44.51228 40.18468, 44.51234 40.18473, 44.51245 40.18482, 44.51302 40.1853, 44.51307 40.18534, 44.51321 40.18546, 44.51337 40.18559, 44.51403 40.18615, 44.51482 40.18681, 44.51485 40.18683, 44.51488 40.18686, 44.51512 40.18706, 44.51519 40.18711, 44.51535 40.18723, 44.51555 40.18698, 44.51559 40.18693, 44.51566 40.18686, 44.51628 40.18616)",40.181932,44.508956,40.186156,44.516283,40.182557,44.509709,40.183174,44.510474,40.183798,44.511229,40.184427,44.511978,40.185055,44.512727,40.185683,44.513476,40.186312,44.514224,40.186938,44.514976,40.18686,44.515659
24,1.257,43,3.9854,"LINESTRING (44.50896 40.18193, 44.50901 40.18198, 44.50952 40.1824, 44.50958 40.18246, 44.51011 40.18288, 44.5111 40.18369, 44.51119 40.18376, 44.51131 40.18387, 44.51228 40.18468, 44.51234 40.18473, 44.51245 40.18482, 44.51302 40.1853, 44.51307 40.18534, 44.51321 40.18546, 44.51337 40.18559, 44.51403 40.18615, 44.51482 40.18681, 44.51485 40.18683, 44.51488 40.18686, 44.51512 40.18706, 44.51519 40.18711, 44.51523 40.18706, 44.51538 40.18688, 44.51542 40.18684, 44.5157 40.18654, 44.51611 40.18606, 44.51694 40.18512, 44.51711 40.18499, 44.51699 40.18488, 44.51646 40.18444, 44.5163 40.18429, 44.51616 40.18417, 44.51581 40.18387, 44.51571 40.18379, 44.51564 40.18373)",40.181932,44.508956,40.183726,44.515642,40.182759,44.509965,40.183586,44.510973,40.184421,44.51197,40.185257,44.512967,40.186094,44.513961,40.186926,44.514962,40.18638,44.515836,40.18544,44.51666,40.184572,44.516623
25,1.464,70,4.2134,"LINESTRING (44.50896 40.18193, 44.50888 40.18187, 44.50814 40.18125, 44.50804 40.18117, 44.50791 40.18106, 44.50777 40.18094, 44.50771 40.18089, 44.50783 40.1808, 44.50839 40.18042, 44.50869 40.18021, 44.50892 40.18005, 44.509 40.18, 44.50908 40.17994, 44.50914 40.1799, 44.50952 40.17964, 44.50965 40.17955, 44.50993 40.17936, 44.51005 40.17927, 44.50997 40.17921, 44.50927 40.17868, 44.5089 40.17841, 44.50887 40.17838, 44.50858 40.17816, 44.50852 40.17811, 44.50804 40.17775, 44.50777 40.17754, 44.50773 40.17751, 44.50765 40.17746, 44.50757 40.17742, 44.5075 40.17738, 44.50745 40.17736, 44.50691 40.17709, 44.50687 40.17707, 44.50681 40.17705, 44.50555 40.17644, 44.50544 40.17638, 44.50505 40.17619, 44.50469 40.17601, 44.50457 40.17596, 44.50451 40.17603, 44.5043 40.17628, 44.50397 40.17669, 44.50366 40.17706, 44.50364 40.17709, 44.50344 40.17736, 44.50336 40.17744, 44.50322 40.17761, 44.50289 40.17798, 44.5026 40.17833, 44.50252 40.17843, 44.5025 40.17846, 44.50192 40.17915, 44.50188 40.17918, 44.50178 40.1793)",40.181932,44.508956,40.179301,44.501776,40.180962,44.507791,40.180068,44.508895,40.179184,44.509933,40.178258,44.508709,40.177359,44.507456,40.176654,44.506003,40.175972,44.504559,40.177088,44.503643,40.178197,44.502715
26,1.267,60,3.9968,"LINESTRING (44.50896 40.18193, 44.50888 40.18187, 44.50814 40.18125, 44.50804 40.18117, 44.50791 40.18106, 44.50777 40.18094, 44.50771 40.18089, 44.50783 40.1808, 44.50839 40.18042, 44.50869 40.18021, 44.50892 40.18005, 44.509 40.18, 44.50908 40.17994, 44.50914 40.1799, 44.50952 40.17964, 44.50965 40.17955, 44.50993 40.17936, 44.51005 40.17927, 44.50997 40.17921, 44.50927 40.17868, 44.5089 40.17841, 44.50887 40.17838, 44.50858 40.17816, 44.50852 40.17811, 44.50804 40.17775, 44.50777 40.17754, 44.50773 40.17751, 44.50765 40.17746, 44.50757 40.17742, 44.5075 40.17738, 44.50745 40.17736, 44.50691 40.17709, 44.50687 40.17707, 44.50681 40.17705, 44.50555 40.17644, 44.50544 40.17638, 44.50505 40.17619, 44.50469 40.17601, 44.50457 40.17596, 44.50445 40.17589, 44.5045 40.17582, 44.50501 40.17523, 44.50519 40.17502, 44.50522 40.17497, 44.50536 40.17481, 44.50559 40.17452, 44.5056 40.1745, 44.50574 40.17432, 44.50591 40.17413)",40.181932,44.508956,40.174126,44.505907,40.181091,44.507949,40.180305,44.508551,40.179542,44.509659,40.178754,44.509369,40.177953,44.508309,40.177222,44.507176,40.176612,44.505917,40.176,44.504661,40.175095,44.50512
27,1.239,60,3.9659,"LINESTRING (44.50896 40.18193, 44.50888 40.18187, 44.50814 40.18125, 44.50804 40.18117, 44.50791 40.18106, 44.50777 40.18094, 44.50771 40.18089, 44.50783 40.1808, 44.50839 40.18042, 44.50869 40.18021, 44.50892 40.18005, 44.509 40.18, 44.50908 40.17994, 44.50914 40.1799, 44.50952 40.17964, 44.50965 40.17955, 44.50993 40.17936, 44.51005 40.17927, 44.50997 40.17921, 44.50927 40.17868, 44.5089 40.17841, 44.50887 40.17838, 44.50858 40.17816, 44.50852 40.17811, 44.50804 40.17775, 44.50777 40.17754, 44.50773 40.17751, 44.50765 40.17746, 44.50757 40.17742, 44.5075 40.17738, 44.50745 40.17736, 44.50691 40.17709, 44.50687 40.17707, 44.50681 40.17705, 44.50555 40.17644, 44.50544 40.17638, 44.50505 40.17619, 44.50469 40.17601, 44.50457 40.17596, 44.50451 40.17603, 44.5043 40.17628, 44.50397 40.17669, 44.50366 40.17706, 44.50364 40.17709, 44.50344 40.17736, 44.50336 40.17744, 44.50322 40.17761)",40.181932,44.508956,40.177608,44.503218,40.181109,44.507972,40.180339,44.508503,40.179593,44.509586,40.178825,44.509462,40.178041,44.508425,40.177302,44.507341,40.176706,44.50611,40.176108,44.504881,40.176661,44.503988
28,0.662,28,3.3592,"LINESTRING (44.51628 40.18616, 44.5171 40.18522, 44.51723 40.18509, 44.51738 40.18521, 44.51789 40.18564, 44.51831 40.18599, 44.51835 40.18602, 44.51837 40.18604, 44.51841 40.18607, 44.51886 40.18645, 44.51902 40.18658, 44.51943 40.18693, 44.5195 40.18699, 44.51961 40.18709, 44.51967 40.18714, 44.51977 40.18723, 44.51993 40.18714, 44.52029 40.18693, 44.5205 40.18681, 44.52056 40.18677, 44.52121 40.18633, 44.52142 40.18618, 44.52155 40.18609)",40.186156,44.516283,40.186087,44.521553,40.185662,44.516718,40.185169,44.517156,40.185453,44.517672,40.185893,44.518197,40.186333,44.518724,40.186775,44.519246,40.187219,44.519765,40.186876,44.520386,40.186489,44.520979
29,1.325,46,4.0613,"LINESTRING (44.50595 40.17952, 44.50607 40.17962, 44.50677 40.18023, 44.50754 40.18089, 44.50763 40.18096, 44.50768 40.181, 44.50777 40.18094, 44.50791 40.18106, 44.50804 40.18117, 44.50814 40.18125, 44.50888 40.18187, 44.50896 40.18193, 44.50901 40.18198, 44.50952 40.1824, 44.50958 40.18246, 44.51011 40.18288, 44.5111 40.18369, 44.51119 40.18376, 44.51131 40.18387, 44.51228 40.18468, 44.51234 40.18473, 44.51245 40.18482, 44.51302 40.1853, 44.51307 40.18534, 44.51321 40.18546, 44.51337 40.18559, 44.51403 40.18615, 44.51482 40.18681, 44.51485 40.18683, 44.51488 40.18686, 44.51512 40.18706, 44.51519 40.18711, 44.51535 40.18723, 44.51555 40.18698, 44.51559 40.18693, 44.51566 40.18686, 44.51628 40.18616)",40.179523,44.505952,40.186156,44.516283,40.180413,44.50699,40.181166,44.508041,40.182046,44.509092,40.182915,44.510161,40.18379,44.511219,40.184672,44.51227,40.185553,44.51332,40.186434,44.514371,40.187148,44.515418
30,0.738,19,3.4269,"LINESTRING (44.48372 40.19229, 44.48396 40.19242, 44.48421 40.19255, 44.48444 40.19269, 44.48471 40.19285, 44.48488 40.19295, 44.48508 40.19306, 44.48551 40.19332, 44.4856 40.19338, 44.4866 40.19396, 44.48731 40.19437, 44.48755 40.1945, 44.4877 40.1946, 44.48872 40.1952, 44.48893 40.19532, 44.48952 40.19571, 44.49058 40.19635)",40.192291,44.483719,40.196354,44.490585,40.192677,44.484425,40.193084,44.485112,40.193492,44.485796,40.193894,44.486488,40.194297,44.487178,40.194695,44.487873,40.195101,44.48856,40.195519,44.489234,40.195941,44.489904
31,0.638,16,3.3396,"LINESTRING (44.52167 40.20104, 44.5226 40.20203, 44.52278 40.20222, 44.52284 40.20229, 44.523 40.20245, 44.5234 40.20288, 44.52362 40.20313, 44.52374 40.20325, 44.52406 40.20358, 44.52439 40.20393, 44.52446 40.204, 44.52464 40.20407, 44.52515 40.20459, 44.52584 40.20533, 44.52587 40.20536, 44.52596 40.20544, 44.52602 40.20543, 44.52606 40.20543, 44.52607 40.20544, 44.52609 40.20545, 44.52614 40.2055, 44.52619 40.20556)",40.201044,44.521668,40.205562,44.526195,40.201509,44.522108,40.201975,44.522548,40.202441,44.522986,40.202908,44.523423,40.203375,44.52386,40.203838,44.524303,40.204247,44.524812,40.204708,44.525259,40.205175,44.525695
32,0.722,32,3.4113,"LINESTRING (44.51564 40.18373, 44.51571 40.18379, 44.51581 40.18387, 44.51616 40.18417, 44.5163 40.18429, 44.51646 40.18444, 44.51699 40.18488, 44.51711 40.18499, 44.51723 40.18509, 44.51738 40.18521, 44.51789 40.18564, 44.51831 40.18599, 44.51835 40.18602, 44.51837 40.18604, 44.51841 40.18607, 44.51886 40.18645, 44.51902 40.18658, 44.51943 40.18693, 44.5195 40.18699, 44.51961 40.18709, 44.51967 40.18714, 44.51977 40.18723, 44.51993 40.18714, 44.52029 40.18693, 44.5205 40.18681, 44.52056 40.18677, 44.52121 40.18633, 44.52142 40.18618, 44.52155 40.18609)",40.183726,44.515642,40.186087,44.521553,40.184213,44.516203,40.184697,44.51677,40.185177,44.517341,40.185656,44.517914,40.186136,44.518487,40.186615,44.519059,40.187099,44.519626,40.18694,44.520275,40.186525,44.520926
33,1.532,70,4.2873,"LINESTRING (44.50595 40.17952, 44.50607 40.17962, 44.50677 40.18023, 44.50754 40.18089, 44.50763 40.18096, 44.50771 40.18089, 44.50783 40.1808, 44.50839 40.18042, 44.50869 40.18021, 44.50892 40.18005, 44.509 40.18, 44.50908 40.17994, 44.50914 40.1799, 44.50952 40.17964, 44.50965 40.17955, 44.50993 40.17936, 44.51005 40.17927, 44.50997 40.17921, 44.50927 40.17868, 44.5089 40.17841, 44.50887 40.17838, 44.50858 40.17816, 44.50852 40.17811, 44.50804 40.17775, 44.50777 40.17754, 44.50773 40.17751, 44.50765 40.17746, 44.50757 40.17742, 44.5075 40.17738, 44.50745 40.17736, 44.50691 40.17709, 44.50687 40.17707, 44.50681 40.17705, 44.50555 40.17644, 44.50544 40.17638, 44.50505 40.17619, 44.50469 40.17601, 44.50457 40.17596, 44.50451 40.17603, 44.5043 40.17628, 44.50397 40.17669, 44.50366 40.17706, 44.50364 40.17709, 44.50344 40.17736, 44.50336 40.17744, 44.50322 40.17761, 44.50289 40.17798, 44.5026 40.17833, 44.50252 40.17843, 44.5025 40.17846, 44.50192 40.17915, 44.50188 40.17918, 44.50178 40.1793)",40.179523,44.505952,40.179301,44.501776,40.180552,44.507152,40.180397,44.508418,40.179475,44.509757,40.178518,44.50905,40.177545,44.507773,40.176785,44.506274,40.176046,44.504754,40.176984,44.503728,40.178145,44.502757
34,0.682,30,3.3762,"LINESTRING (44.50178 40.1793, 44.50168 40.17924, 44.50174 40.17917, 44.50177 40.17913, 44.50237 40.17841, 44.5024 40.17837, 44.50284 40.17785, 44.50309 40.17753, 44.50312 40.1775, 44.50331 40.17727, 44.50337 40.17721, 44.50346 40.1771, 44.5035 40.17704, 44.50373 40.17679, 44.50395 40.1765, 44.50439 40.17596, 44.50445 40.17589, 44.5045 40.17582, 44.50501 40.17523, 44.50519 40.17502, 44.50522 40.17497, 44.50536 40.17481, 44.50559 40.17452, 44.5056 40.1745, 44.50574 40.17432, 44.50591 40.17413)",40.179301,44.501776,40.174126,44.505907,40.178799,44.502046,40.17828,44.502476,40.17776,44.502904,40.177244,44.503338,40.176728,44.503773,40.176205,44.504195,40.175685,44.504622,40.175169,44.505058,40.17465,44.505487
35,0.859,16,3.5481,"LINESTRING (44.49733 40.14067, 44.49619 40.14152, 44.49589 40.14174, 44.49582 40.14179, 44.49578 40.14184, 44.49576 40.14187, 44.49569 40.14197, 44.49566 40.14191, 44.49561 40.14186, 44.49554 40.14182, 44.49546 40.14179, 44.49562 40.14174, 44.49571 40.1417, 44.49746 40.14038, 44.49775 40.14017, 44.49855 40.1396, 44.49863 40.13952, 44.49869 40.13943, 44.49905 40.1386, 44.49921 40.13819, 44.49957 40.13731)",40.140666,44.497329,40.137313,44.499571,40.141206,44.496607,40.141745,44.495883,40.141674,44.495737,40.141133,44.496459,40.140593,44.49718,40.140058,44.49791,40.139519,44.498631,40.13879,44.498965,40.138052,44.499268
36,1.106,31,3.8178,"LINESTRING (44.52783 40.18194, 44.52779 40.18226, 44.52776 40.1824, 44.5276 40.18308, 44.52749 40.18341, 44.52723 40.18406, 44.52718 40.1842, 44.52714 40.1843, 44.52686 40.18486, 44.52676 40.18506, 44.5265 40.18559, 44.52637 40.1858, 44.52603 40.18626, 44.52582 40.18655, 44.52564 40.18677, 44.52545 40.18698, 44.52506 40.18739, 44.52503 40.18742, 44.52462 40.18782, 44.52432 40.18807, 44.52422 40.18816, 44.52412 40.18807, 44.52391 40.18789, 44.52305 40.18715, 44.52284 40.18697, 44.52252 40.1867, 44.52186 40.18616, 44.52166 40.18599, 44.52155 40.18609)",40.181944,44.527825,40.186087,44.521553,40.182928,44.527632,40.183891,44.5273,40.184832,44.526872,40.185757,44.526392,40.186628,44.525761,40.18744,44.525008,40.188116,44.524169,40.18737,44.523307,40.186632,44.522433
37,0.721,14,3.4106,"LINESTRING (44.52598 40.19244, 44.52604 40.19239, 44.52611 40.19238, 44.52615 40.1924, 44.52616 40.19244, 44.52614 40.19255, 44.52614 40.19275, 44.52626 40.19246, 44.5264 40.19236, 44.52661 40.19224, 44.52677 40.19216, 44.52687 40.19213, 44.52711 40.19204, 44.52728 40.19201, 44.52744 40.19202, 44.52768 40.19209, 44.52791 40.19217, 44.5281 40.1922, 44.52819 40.1922, 44.52831 40.19218, 44.52841 40.19214, 44.5285 40.19208, 44.52857 40.19203, 44.52873 40.19191, 44.52887 40.19181, 44.5291 40.19173, 44.52864 40.19176, 44.52849 40.19178, 44.52852 40.19173, 44.52854 40.19163, 44.52854 40.19159, 44.52876 40.19162, 44.52898 40.19164, 44.52928 40.19166, 44.53022 40.19172, 44.53037 40.19173, 44.53047 40.19175, 44.53059 40.19178, 44.53077 40.19185, 44.53103 40.19202, 44.53134 40.19221, 44.53157 40.19232)",40.192437,44.525981,40.19232,44.531572,40.192611,44.526196,40.192164,44.526769,40.192056,44.527565,40.192155,44.528368,40.191757,44.529025,40.191662,44.528532,40.191656,44.529274,40.191714,44.530118,40.191933,44.530894
38,1.308,60,4.0416,"LINESTRING (44.50595 40.17952, 44.50607 40.17962, 44.50677 40.18023, 44.50754 40.18089, 44.50763 40.18096, 44.50771 40.18089, 44.50783 40.1808, 44.50839 40.18042, 44.50869 40.18021, 44.50892 40.18005, 44.509 40.18, 44.50908 40.17994, 44.50914 40.1799, 44.50952 40.17964, 44.50965 40.17955, 44.50993 40.17936, 44.51005 40.17927, 44.50997 40.17921, 44.50927 40.17868, 44.5089 40.17841, 44.50887 40.17838, 44.50858 40.17816, 44.50852 40.17811, 44.50804 40.17775, 44.50777 40.17754, 44.50773 40.17751, 44.50765 40.17746, 44.50757 40.17742, 44.5075 40.17738, 44.50745 40.17736, 44.50691 40.17709, 44.50687 40.17707, 44.50681 40.17705, 44.50555 40.17644, 44.50544 40.17638, 44.50505 40.17619, 44.50469 40.17601, 44.50457 40.17596, 44.50451 40.17603, 44.5043 40.17628, 44.50397 40.17669, 44.50366 40.17706, 44.50364 40.17709, 44.50344 40.17736, 44.50336 40.17744, 44.50322 40.17761)",40.179523,44.505952,40.177608,44.503218,40.180401,44.506976,40.180668,44.508026,40.17988,44.509168,40.179085,44.509803,40.178258,44.508709,40.177436,44.50761,40.176804,44.506314,40.176174,44.505016,40.176609,44.50403
