"route_id","length_km","travel_min","abs_err_min","pct_err","pop_covered","route_wkt","start_lat","start_lon","end_lat","end_lon","wp1_lat","wp1_lon","wp2_lat","wp2_lon","wp3_lat","wp3_lon","wp4_lat","wp4_lon","wp5_lat","wp5_lon","wp6_lat","wp6_lon","wp7_lat","wp7_lon","wp8_lat","wp8_lon","wp9_lat","wp9_lon"
22,3.354,6.71,5.863,87.4,48,"LINESTRING (44.44495 40.15581, 44.44476 40.15607, 44.44444 40.15669, 44.44433 40.15698, 44.44426 40.15723, 44.44422 40.15749, 44.44413 40.15788, 44.44406 40.1582, 44.44393 40.15853, 44.44372 40.15889, 44.44334 40.15939, 44.44295 40.15995, 44.4429 40.16004, 44.44266 40.16047, 44.44232 40.1612, 44.44192 40.16198, 44.44182 40.16218, 44.44175 40.16231, 44.44173 40.16234, 44.44155 40.16268, 44.44131 40.16314, 44.44088 40.16395, 44.44074 40.16421, 44.44057 40.16455, 44.44046 40.16477, 44.44006 40.16553, 44.44 40.16565, 44.43996 40.16572, 44.43985 40.16593, 44.43982 40.16599, 44.43976 40.16609, 44.43944 40.16671, 44.43925 40.16707, 44.4389 40.16773, 44.43883 40.16787, 44.43846 40.16856, 44.43802 40.16944, 44.43784 40.1698, 44.43776 40.16995, 44.43768 40.1701, 44.43761 40.17025, 44.43759 40.17036, 44.43757 40.17044, 44.43755 40.1705, 44.43754 40.17056, 44.4375 40.17062, 44.4373 40.17103, 44.43724 40.1712, 44.43722 40.17124, 44.43718 40.17132, 44.43713 40.17148, 44.43709 40.17165, 44.43709 40.17181, 44.4371 40.17195, 44.43714 40.17209, 44.4372 40.17222, 44.43735 40.17247, 44.4375 40.17268, 44.43755 40.17274, 44.43761 40.17283, 44.43772 40.17297, 44.43779 40.17305, 44.43791 40.17315, 44.43788 40.17315, 44.43785 40.17315, 44.43783 40.17316, 44.43781 40.17318, 44.43779 40.17319, 44.43778 40.17321, 44.43768 40.17308, 44.43762 40.17303, 44.43755 40.17291, 44.43746 40.17277, 44.43725 40.17246, 44.43712 40.17224, 44.43709 40.17218, 44.437 40.17202, 44.43695 40.17193, 44.43691 40.17183, 44.4369 40.1718, 44.43684 40.17162, 44.43683 40.17158, 44.43681 40.17153, 44.4368 40.17148, 44.43681 40.17144, 44.43693 40.17118, 44.43702 40.17098, 44.43706 40.1709, 44.43716 40.17067, 44.43724 40.17052, 44.4373 40.1704, 44.43742 40.17017, 44.43754 40.16989, 44.43759 40.16979, 44.43779 40.1696, 44.43793 40.16931, 44.43817 40.1688, 44.43826 40.16849, 44.43867 40.16768, 44.43887 40.16729, 44.43912 40.1668, 44.4392 40.16665, 44.4393 40.16647, 44.43962 40.16585, 44.43967 40.16576, 44.44007 40.165, 44.44028 40.16462, 44.44035 40.16448, 44.44073 40.16376, 44.44096 40.16336, 44.44134 40.16263)",40.155811,44.444953,40.16263,44.441343,40.158687,44.443838,40.161427,44.4422,40.16423,44.44073,40.167036,44.439268,40.169845,44.437817,40.172704,44.437523,40.171042,44.436991,40.168233,44.438391,40.165425,44.439846
23,3.547,7.09,6.029,84.98,73,"LINESTRING (44.49902 40.19293, 44.49832 40.19337, 44.49731 40.194, 44.49568 40.19503, 44.49554 40.19511, 44.49502 40.19544, 44.49458 40.19572, 44.49433 40.19588, 44.49414 40.19603, 44.49393 40.19619, 44.49373 40.19639, 44.49349 40.19667, 44.49344 40.19676, 44.49338 40.19691, 44.49317 40.19743, 44.49313 40.19756, 44.49307 40.19781, 44.49304 40.19792, 44.49304 40.19798, 44.49303 40.19803, 44.49303 40.19811, 44.49303 40.19817, 44.49305 40.19824, 44.49307 40.1983, 44.49316 40.19851, 44.49335 40.19893, 44.49343 40.19911, 44.4933 40.19896, 44.49301 40.19836, 44.49293 40.19817, 44.49292 40.19814, 44.49291 40.19811, 44.49285 40.19797, 44.49279 40.19786, 44.4927 40.19776, 44.49259 40.19768, 44.49234 40.19753, 44.49209 40.19738, 44.49161 40.19709, 44.49126 40.19688, 44.49119 40.19683, 44.4905 40.19642, 44.48926 40.19568, 44.48883 40.19542, 44.48863 40.1953, 44.48802 40.19494, 44.48744 40.1946, 44.48718 40.19445, 44.48696 40.19432, 44.48656 40.19409, 44.48551 40.19347, 44.48541 40.19341, 44.48528 40.19333, 44.48498 40.19315, 44.48491 40.19311, 44.48462 40.19294, 44.48457 40.19291, 44.48412 40.19264, 44.48376 40.19242, 44.48365 40.19236, 44.48112 40.19087, 44.4804 40.19042, 44.48019 40.1903, 44.4802 40.19028, 44.4802 40.19027, 44.4802 40.19025, 44.48019 40.19023, 44.48027 40.19025, 44.48029 40.19026, 44.48119 40.1908, 44.48372 40.19229, 44.48396 40.19242, 44.48421 40.19255, 44.48444 40.19269, 44.48471 40.19285, 44.48488 40.19295, 44.48508 40.19306, 44.48551 40.19332, 44.4856 40.19338, 44.4866 40.19396, 44.48731 40.19437, 44.48755 40.1945, 44.4877 40.1946, 44.48872 40.1952, 44.48893 40.19532, 44.48952 40.19571, 44.49058 40.19635)",40.192932,44.49902,40.196354,44.490585,40.194954,44.495793,40.197352,44.493199,40.197835,44.492764,40.195833,44.489524,40.193885,44.486221,40.191929,44.482926,40.190498,44.480689,40.192438,44.484,40.194376,44.487313
24,3.406,6.81,5.908,86.74,87,"LINESTRING (44.52783 40.18194, 44.52779 40.18226, 44.52776 40.1824, 44.5276 40.18308, 44.52749 40.18341, 44.52723 40.18406, 44.52718 40.1842, 44.52714 40.1843, 44.52686 40.18486, 44.52676 40.18506, 44.5265 40.18559, 44.52637 40.1858, 44.52603 40.18626, 44.52582 40.18655, 44.52564 40.18677, 44.52545 40.18698, 44.52506 40.18739, 44.52503 40.18742, 44.52462 40.18782, 44.52432 40.18807, 44.52422 40.18816, 44.5241 40.18826, 44.5239 40.1884, 44.52351 40.18867, 44.52314 40.18892, 44.52257 40.18929, 44.52252 40.18932, 44.52237 40.1894, 44.52229 40.18944, 44.52217 40.18951, 44.52175 40.1897, 44.52162 40.18977, 44.5211 40.19001, 44.52085 40.19012, 44.5207 40.19018, 44.52049 40.19026, 44.51989 40.19048, 44.51961 40.19056, 44.51936 40.19058, 44.51925 40.19056, 44.51917 40.19054, 44.51909 40.1905, 44.51895 40.19041, 44.51878 40.19028, 44.51871 40.19022, 44.51836 40.18993, 44.51774 40.18942, 44.51751 40.18924, 44.51738 40.18913, 44.51727 40.18903, 44.51711 40.1889, 44.51661 40.18848, 44.51651 40.1884, 44.51638 40.18829, 44.51633 40.18825, 44.51621 40.18814, 44.51577 40.18779, 44.51559 40.18764, 44.51556 40.18761, 44.51524 40.18737, 44.51508 40.18723, 44.51486 40.18752, 44.51484 40.18755, 44.51478 40.18762, 44.51468 40.18773, 44.51423 40.18825, 44.51414 40.18835, 44.5141 40.1884, 44.51401 40.1885, 44.51397 40.18854, 44.51385 40.18868, 44.5138 40.18874, 44.51347 40.18911, 44.51335 40.18925, 44.51294 40.18972, 44.5125 40.19022, 44.51236 40.19036, 44.51219 40.1905, 44.51187 40.19074, 44.51162 40.1909, 44.51138 40.19104, 44.51113 40.19115, 44.51079 40.19127, 44.51044 40.19137, 44.51012 40.19143, 44.5095 40.19151, 44.50779 40.19174, 44.50762 40.19176, 44.50554 40.192, 44.50515 40.19205, 44.50473 40.1921, 44.50449 40.19211, 44.50444 40.19212, 44.50419 40.19214, 44.50291 40.19221, 44.50222 40.19223, 44.50218 40.19223, 44.50116 40.19228, 44.50102 40.19228, 44.50047 40.19234, 44.50002 40.19246, 44.49963 40.19261, 44.49934 40.19275, 44.49902 40.19293)",40.181944,44.527825,40.192932,44.49902,40.184905,44.526836,40.187562,44.524881,40.189618,44.521935,40.190054,44.518507,40.187801,44.515791,40.189141,44.513448,40.191293,44.510707,40.19186,44.506781,40.192212,44.50281
25,3.057,6.11,5.599,91.56,55,"LINESTRING (44.50178 40.1793, 44.50168 40.17924, 44.50174 40.17917, 44.50177 40.17913, 44.50237 40.17841, 44.5024 40.17837, 44.50284 40.17785, 44.50309 40.17753, 44.50312 40.1775, 44.50331 40.17727, 44.50337 40.17721, 44.50346 40.1771, 44.5035 40.17704, 44.50373 40.17679, 44.50395 40.1765, 44.50439 40.17596, 44.50445 40.17589, 44.5045 40.17582, 44.50501 40.17523, 44.50519 40.17502, 44.50522 40.17497, 44.50536 40.17481, 44.50517 40.17473, 44.50498 40.17466, 44.50465 40.17453, 44.50383 40.17418, 44.50369 40.17413, 44.50346 40.17406, 44.50343 40.17405, 44.50337 40.17403, 44.5032 40.17401, 44.50277 40.174, 44.50162 40.174, 44.50149 40.174, 44.50142 40.174, 44.50125 40.17401, 44.50116 40.17402, 44.50106 40.17404, 44.50095 40.17405, 44.50085 40.17408, 44.50075 40.17412, 44.50061 40.17422, 44.50057 40.17424, 44.49899 40.17544, 44.49881 40.17559, 44.49874 40.17564, 44.49871 40.17573, 44.49868 40.17581, 44.49867 40.17589, 44.49867 40.17595, 44.49867 40.17598, 44.49869 40.1762, 44.49868 40.17631, 44.49861 40.17649, 44.49857 40.17656, 44.49848 40.17673, 44.49786 40.17762, 44.4978 40.1777, 44.49775 40.17775, 44.49767 40.17782, 44.4976 40.17788, 44.49752 40.17793, 44.49742 40.17798, 44.49732 40.17804, 44.49714 40.17812, 44.49647 40.17837, 44.49524 40.17884, 44.49448 40.17913, 44.49432 40.17918, 44.49419 40.17921, 44.49406 40.17924, 44.49392 40.17924, 44.49383 40.17924, 44.49373 40.17923, 44.49357 40.17921, 44.4935 40.1792, 44.49337 40.17916, 44.49322 40.17911, 44.49308 40.17906, 44.49299 40.17901, 44.49281 40.17893, 44.49255 40.1788, 44.49238 40.17876, 44.49207 40.17873, 44.49199 40.17876, 44.49191 40.17877, 44.4916 40.17896, 44.49103 40.17925, 44.48902 40.1803, 44.48871 40.18046, 44.48843 40.1806, 44.48811 40.18077, 44.48798 40.18084, 44.48698 40.18137, 44.48678 40.18148, 44.48658 40.18158, 44.48645 40.18165, 44.48625 40.18172, 44.48619 40.18173, 44.48602 40.18174, 44.48575 40.18176, 44.48562 40.18176, 44.48547 40.18174, 44.48478 40.18162, 44.48411 40.1815, 44.48397 40.18148, 44.48383 40.18146, 44.48369 40.18144, 44.48345 40.18143, 44.48335 40.18144, 44.4832 40.18145, 44.48315 40.18146, 44.48295 40.1815, 44.48274 40.18157, 44.48248 40.18169, 44.48221 40.18187, 44.48179 40.18225)",40.179301,44.501776,40.182248,44.481793,40.176995,44.503544,40.174735,44.505176,40.174003,44.501811,40.175466,44.498961,40.177909,44.497548,40.179167,44.494359,40.179204,44.491125,40.180746,44.48815,40.181653,44.484964
26,3.109,6.22,5.645,90.8,20,"LINESTRING (44.48298 40.12867, 44.48327 40.12843, 44.48353 40.12824, 44.48373 40.12808, 44.48465 40.12737, 44.48556 40.12666, 44.48639 40.12605, 44.48648 40.12598, 44.48651 40.12596, 44.48659 40.1259, 44.48669 40.12582, 44.48674 40.12578, 44.4868 40.12573, 44.48685 40.12567, 44.48689 40.12561, 44.48685 40.12563, 44.4868 40.12564, 44.48676 40.12564, 44.48672 40.12564, 44.48668 40.12564, 44.48664 40.12563, 44.4866 40.12561, 44.48657 40.12559, 44.48654 40.12557, 44.48651 40.12554, 44.4865 40.12552, 44.48649 40.12549, 44.48648 40.12546, 44.48639 40.12534, 44.48634 40.12525, 44.48617 40.12505, 44.48589 40.12481, 44.48558 40.12449, 44.48538 40.12427, 44.4852 40.12404, 44.48509 40.12389, 44.48477 40.12336, 44.48441 40.12278, 44.4842 40.12247, 44.48395 40.12213, 44.4834 40.12147, 44.48256 40.12047, 44.4821 40.11995, 44.48091 40.11863, 44.48034 40.11799, 44.47865 40.1161, 44.47769 40.11505, 44.47681 40.11406, 44.47586 40.11302, 44.47499 40.11204, 44.47451 40.1115, 44.47426 40.11123, 44.47416 40.11112, 44.47385 40.11084, 44.47372 40.11075, 44.47354 40.11063, 44.47241 40.1099, 44.47208 40.10969, 44.47201 40.10964, 44.47194 40.10959, 44.47188 40.10951, 44.47181 40.1094, 44.47176 40.10926, 44.47166 40.10893, 44.47156 40.10871, 44.47146 40.10852, 44.47141 40.10845, 44.47134 40.10839, 44.47126 40.10833, 44.46952 40.10733, 44.46874 40.10689)",40.128672,44.482984,40.106894,44.468739,40.126676,44.485542,40.124737,44.485824,40.122291,44.484069,40.119939,44.482089,40.117631,44.480023,40.115328,44.477948,40.113027,44.475868,40.110763,44.473733,40.108654,44.471529
27,3.019,6.04,5.564,92.13,83,"LINESTRING (44.50595 40.17952, 44.50607 40.17962, 44.50677 40.18023, 44.50754 40.18089, 44.50763 40.18096, 44.50771 40.18089, 44.50783 40.1808, 44.50839 40.18042, 44.50869 40.18021, 44.50892 40.18005, 44.509 40.18, 44.50908 40.17994, 44.50914 40.1799, 44.50952 40.17964, 44.50965 40.17955, 44.50993 40.17936, 44.51005 40.17927, 44.51018 40.17918, 44.51073 40.17881, 44.51105 40.17859, 44.51128 40.17843, 44.51147 40.1783, 44.51151 40.17827, 44.51154 40.17826, 44.51169 40.17814, 44.51189 40.17796, 44.51197 40.17785, 44.51201 40.1778, 44.51272 40.1772, 44.5128 40.17719, 44.51285 40.17718, 44.51288 40.17718, 44.51299 40.17712, 44.51318 40.17699, 44.51323 40.17695, 44.51327 40.17691, 44.51332 40.17685, 44.51366 40.17645, 44.5138 40.17628, 44.51383 40.17623, 44.51384 40.17615, 44.51382 40.17572, 44.51381 40.17548, 44.5138 40.1754, 44.51378 40.17508, 44.51376 40.1747, 44.51373 40.17423, 44.51368 40.17362, 44.51368 40.1736, 44.51368 40.17358, 44.51367 40.17349, 44.51367 40.17344, 44.51365 40.17316, 44.5136 40.17244, 44.51348 40.17081, 44.51348 40.17078, 44.51343 40.17009, 44.51341 40.16973, 44.5134 40.16954, 44.51337 40.1692, 44.51336 40.16915, 44.51332 40.16868, 44.5133 40.16843, 44.51325 40.16786, 44.51323 40.16773, 44.51315 40.16682, 44.51312 40.16655, 44.51305 40.1654, 44.51302 40.1651, 44.51301 40.16497, 44.51299 40.16476, 44.51286 40.16341, 44.51284 40.16313, 44.51282 40.16289, 44.51279 40.16268, 44.51276 40.16249, 44.51275 40.16244, 44.51272 40.16234, 44.51257 40.16192, 44.51235 40.16136, 44.51216 40.16085, 44.51196 40.16033, 44.51192 40.16021, 44.51211 40.1602, 44.51222 40.1602, 44.51265 40.16018, 44.51285 40.16017, 44.51311 40.16016, 44.51317 40.16016, 44.51351 40.16014, 44.51384 40.16013, 44.51448 40.1601, 44.51499 40.16005)",40.179523,44.505952,40.160046,44.51499,40.180424,44.508379,40.178609,44.511021,40.176689,44.513457,40.174054,44.513718,40.171338,44.513517,40.168622,44.513318,40.165908,44.513083,40.163194,44.512845,40.160554,44.512047
28,3.025,6.05,5.569,92.04,89,"LINESTRING (44.51564 40.18373, 44.51571 40.18379, 44.51581 40.18387, 44.51616 40.18417, 44.5163 40.18429, 44.51646 40.18444, 44.51699 40.18488, 44.51711 40.18499, 44.51723 40.18509, 44.51738 40.18521, 44.51789 40.18564, 44.51831 40.18599, 44.51835 40.18602, 44.51837 40.18604, 44.51841 40.18607, 44.51886 40.18645, 44.51902 40.18658, 44.51943 40.18693, 44.5195 40.18699, 44.51961 40.18709, 44.51967 40.18714, 44.51977 40.18723, 44.51993 40.18714, 44.52029 40.18693, 44.5205 40.18681, 44.52056 40.18677, 44.52121 40.18633, 44.52142 40.18618, 44.52155 40.18609, 44.52166 40.18599, 44.52186 40.18616, 44.52252 40.1867, 44.52284 40.18697, 44.52305 40.18715, 44.52391 40.18789, 44.52412 40.18807, 44.52422 40.18816, 44.52453 40.18844, 44.52505 40.18888, 44.52572 40.18945, 44.52588 40.18959, 44.52642 40.19005, 44.52645 40.19008, 44.52651 40.19013, 44.52654 40.19016, 44.52758 40.19104, 44.52778 40.19122, 44.52788 40.19129, 44.52798 40.19136, 44.52803 40.19134, 44.52807 40.19134, 44.52812 40.19133, 44.52817 40.19133, 44.52822 40.19133, 44.52826 40.19134, 44.52831 40.19136, 44.52835 40.19137, 44.52839 40.19139, 44.52843 40.19142, 44.52846 40.19145, 44.52858 40.19136, 44.52875 40.19124, 44.52894 40.1911, 44.52896 40.19107, 44.52901 40.19102, 44.52906 40.19097, 44.52909 40.19093, 44.52914 40.19082, 44.52917 40.19071, 44.52918 40.19054, 44.52917 40.19037, 44.52894 40.19012, 44.52864 40.18979, 44.52807 40.18915, 44.52801 40.18909, 44.52781 40.1889, 44.52739 40.1885, 44.52717 40.18831, 44.52713 40.18827, 44.52638 40.18754, 44.5262 40.18727, 44.52612 40.18713, 44.52605 40.187, 44.52603 40.18687, 44.52604 40.18672, 44.52607 40.18659, 44.5261 40.18651, 44.52618 40.18637, 44.5264 40.18609, 44.52648 40.18599, 44.52664 40.18568, 44.52666 40.18556, 44.52664 40.18528, 44.52654 40.18488, 44.52653 40.18485, 44.52647 40.18467, 44.52639 40.18449, 44.52608 40.18396, 44.5258 40.18349, 44.52563 40.18326, 44.52539 40.18306, 44.5251 40.1829, 44.52477 40.18277, 44.52463 40.18269, 44.52449 40.18258, 44.52426 40.18238, 44.52418 40.18223, 44.52413 40.18211, 44.52408 40.18199, 44.52406 40.18189, 44.52392 40.1807, 44.52384 40.18035, 44.52381 40.18024)",40.183726,44.515642,40.180243,44.523809,40.185748,44.518024,40.186789,44.520533,40.187131,44.523031,40.189169,44.525391,40.191199,44.527762,40.18971,44.528567,40.187556,44.526393,40.185002,44.526567,40.182769,44.524765
29,3.002,6,5.548,92.4,12,"LINESTRING (44.48458 40.17023, 44.48452 40.17032, 44.48435 40.17069, 44.48379 40.17205, 44.48362 40.17248, 44.48318 40.17362, 44.48274 40.17454, 44.48166 40.17652, 44.48067 40.17827, 44.48033 40.1789, 44.47963 40.18014, 44.4785 40.18185, 44.47734 40.18357, 44.47692 40.1842, 44.47687 40.18427, 44.47652 40.18478, 44.47621 40.18519, 44.47604 40.18536, 44.47587 40.18552, 44.47571 40.18565, 44.47529 40.18598, 44.47511 40.18617, 44.47496 40.18646, 44.47493 40.18673, 44.47498 40.18696, 44.47507 40.18715, 44.4752 40.1873, 44.47533 40.18742, 44.47551 40.18755, 44.4757 40.18764, 44.47631 40.18787, 44.47675 40.18814, 44.47696 40.18826, 44.4774 40.18854, 44.47883 40.18938, 44.47922 40.18961, 44.47957 40.18983, 44.48003 40.1901, 44.48017 40.19019, 44.48027 40.19025, 44.48029 40.19026, 44.48119 40.1908, 44.48372 40.19229)",40.170231,44.484576,40.192291,44.483719,40.172805,44.483498,40.175345,44.482296,40.177834,44.480918,40.180315,44.479517,40.182724,44.477914,40.185113,44.476262,40.187395,44.475303,40.188978,44.478144,40.19064,44.480926
30,3.067,6.13,5.608,91.41,130,"LINESTRING (44.50178 40.1793, 44.50188 40.17918, 44.50192 40.17915, 44.5025 40.17846, 44.50252 40.17843, 44.5026 40.17833, 44.50289 40.17798, 44.50322 40.17761, 44.50336 40.17744, 44.50344 40.17736, 44.50364 40.17709, 44.50366 40.17706, 44.50397 40.17669, 44.5043 40.17628, 44.50451 40.17603, 44.50457 40.17596, 44.50469 40.17601, 44.50505 40.17619, 44.50544 40.17638, 44.50555 40.17644, 44.50681 40.17705, 44.50687 40.17707, 44.50691 40.17709, 44.50745 40.17736, 44.5075 40.17738, 44.50757 40.17742, 44.50765 40.17746, 44.50773 40.17751, 44.50777 40.17754, 44.50804 40.17775, 44.50852 40.17811, 44.50858 40.17816, 44.50887 40.17838, 44.5089 40.17841, 44.50927 40.17868, 44.50997 40.17921, 44.51005 40.17927, 44.50993 40.17936, 44.50965 40.17955, 44.50952 40.17964, 44.50914 40.1799, 44.50908 40.17994, 44.509 40.18, 44.50892 40.18005, 44.50869 40.18021, 44.50839 40.18042, 44.50783 40.1808, 44.50771 40.18089, 44.50777 40.18094, 44.50791 40.18106, 44.50804 40.18117, 44.50814 40.18125, 44.50888 40.18187, 44.50896 40.18193, 44.50901 40.18198, 44.50952 40.1824, 44.50958 40.18246, 44.51011 40.18288, 44.5111 40.18369, 44.51119 40.18376, 44.51131 40.18387, 44.51228 40.18468, 44.51234 40.18473, 44.51245 40.18482, 44.51302 40.1853, 44.51307 40.18534, 44.51321 40.18546, 44.51337 40.18559, 44.51403 40.18615, 44.51482 40.18681, 44.51485 40.18683, 44.51488 40.18686, 44.51512 40.18706, 44.51519 40.18711, 44.51523 40.18706, 44.51538 40.18688, 44.51542 40.18684, 44.5157 40.18654, 44.51611 40.18606, 44.51694 40.18512, 44.51711 40.18499, 44.51723 40.18509, 44.51738 40.18521, 44.51789 40.18564, 44.51831 40.18599, 44.51835 40.18602, 44.51837 40.18604, 44.51841 40.18607, 44.51886 40.18645, 44.51902 40.18658, 44.51943 40.18693, 44.5195 40.18699, 44.51961 40.18709, 44.51967 40.18714, 44.51977 40.18723, 44.51993 40.18714, 44.52029 40.18693, 44.5205 40.18681, 44.52056 40.18677, 44.52121 40.18633, 44.52142 40.18618, 44.52155 40.18609)",40.179301,44.501776,40.186087,44.521553,40.176981,44.503729,40.176788,44.50628,40.178523,44.509058,40.180404,44.508408,40.182395,44.509508,40.184416,44.511965,40.186455,44.514397,40.185558,44.516557,40.186495,44.518917
31,3.085,6.17,5.624,91.14,65,"LINESTRING (44.50178 40.1793, 44.50174 40.17933, 44.50167 40.17938, 44.50102 40.17957, 44.50041 40.17975, 44.49998 40.17987, 44.49984 40.17993, 44.4997 40.18, 44.4996 40.18007, 44.4995 40.18015, 44.49944 40.1802, 44.49938 40.18027, 44.4993 40.18036, 44.49923 40.18048, 44.49919 40.18055, 44.49916 40.18068, 44.49915 40.18073, 44.49914 40.18077, 44.49914 40.18084, 44.49914 40.18087, 44.49914 40.18097, 44.49915 40.18107, 44.49923 40.1818, 44.49926 40.18206, 44.49927 40.18216, 44.49935 40.18246, 44.49942 40.18261, 44.49953 40.1828, 44.49968 40.183, 44.50009 40.18339, 44.50031 40.18357, 44.50044 40.18368, 44.50046 40.18369, 44.50061 40.18381, 44.50064 40.18383, 44.50074 40.1839, 44.50126 40.18422, 44.50167 40.18451, 44.50176 40.18457, 44.50192 40.18468, 44.50216 40.18484, 44.50303 40.18537, 44.50362 40.18575, 44.504 40.186, 44.50423 40.18616, 44.50436 40.18625, 44.50446 40.18632, 44.50452 40.18637, 44.50457 40.18642, 44.50462 40.18646, 44.50467 40.18651, 44.50471 40.18657, 44.50476 40.18666, 44.5048 40.18675, 44.50483 40.18689, 44.50484 40.18697, 44.50482 40.18711, 44.50482 40.18715, 44.50477 40.18728, 44.50457 40.18768, 44.50425 40.18831, 44.50391 40.18894, 44.50384 40.18916, 44.50383 40.18934, 44.50402 40.19009, 44.50416 40.1907, 44.50419 40.19082, 44.50424 40.19104, 44.50425 40.19108, 44.50439 40.19162, 44.50446 40.19194, 44.50447 40.19198, 44.50448 40.192, 44.50449 40.19211, 44.50451 40.19224, 44.50306 40.19232, 44.50216 40.19236, 44.50118 40.19239, 44.50104 40.1924, 44.50048 40.19247, 44.50005 40.19258, 44.49966 40.19273, 44.49945 40.19284, 44.49912 40.19302, 44.49837 40.19348, 44.49773 40.1939, 44.49758 40.19402, 44.49719 40.19426, 44.49646 40.1947, 44.49577 40.19511, 44.49566 40.19518, 44.49463 40.19583, 44.49477 40.19589, 44.49507 40.19602, 44.49536 40.19615, 44.49589 40.19638, 44.497 40.19683, 44.49711 40.19687, 44.49755 40.19706, 44.49767 40.19711, 44.49791 40.19721, 44.49802 40.19725)",40.179301,44.501776,40.197254,44.498018,40.180895,44.499137,40.183466,44.500186,40.185296,44.502908,40.187429,44.504695,40.190073,44.504012,40.192279,44.503758,40.192549,44.500163,40.194207,44.497276,40.19592,44.494838
32,3.732,7.46,6.184,82.85,80,"LINESTRING (44.49733 40.14067, 44.49619 40.14152, 44.49589 40.14174, 44.49582 40.14179, 44.49578 40.14184, 44.49576 40.14187, 44.49569 40.14197, 44.4957 40.14203, 44.49573 40.14215, 44.49579 40.14226, 44.49583 40.1423, 44.49632 40.14271, 44.49647 40.14284, 44.49665 40.14302, 44.49677 40.14313, 44.49689 40.14328, 44.49693 40.14335, 44.49711 40.14373, 44.49713 40.14379, 44.49716 40.1439, 44.4972 40.14406, 44.49721 40.14416, 44.49724 40.14454, 44.49726 40.14464, 44.4974 40.14556, 44.49746 40.14591, 44.49757 40.14664, 44.49765 40.14717, 44.49767 40.14727, 44.49769 40.14742, 44.49811 40.15014, 44.49814 40.15035, 44.49837 40.15183, 44.49845 40.15209, 44.49849 40.15218, 44.4987 40.15214, 44.49887 40.15208, 44.49971 40.15183, 44.49996 40.15177, 44.50229 40.15111, 44.50254 40.15104, 44.50303 40.1509, 44.50339 40.1508, 44.50438 40.15054, 44.50454 40.15051, 44.50526 40.15041, 44.50637 40.15036, 44.50842 40.15029, 44.50913 40.15036, 44.50962 40.15044, 44.50983 40.15048, 44.50989 40.15049, 44.51003 40.15052, 44.51022 40.15055, 44.5103 40.15056, 44.51041 40.15058, 44.51073 40.15064, 44.51131 40.15073, 44.51184 40.15079, 44.5127 40.15079, 44.51397 40.15074, 44.51405 40.15073, 44.51484 40.1507, 44.5161 40.15064, 44.51615 40.15064, 44.51626 40.15063, 44.51844 40.15051, 44.51848 40.15051, 44.51955 40.15045, 44.52048 40.1504, 44.52061 40.15039, 44.52176 40.15033, 44.5225 40.15029, 44.52259 40.15029, 44.52276 40.15028, 44.52276 40.15031, 44.52278 40.15048, 44.5228 40.15076, 44.52294 40.15245)",40.140666,44.497329,40.152447,44.522942,40.143205,44.496832,40.146502,44.49755,40.149842,44.498062,40.151836,44.499705,40.150685,44.503822,40.150302,44.508151,40.15079,44.51247,40.150599,44.516844,40.150358,44.521215
